#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1160	NM_006072.4	chr7	-	75398841	75419064	75399010	75401494	4	75398841,75401206,75401421,75419034,	75399107,75401321,75401572,75419064,	0	CCL26	cmpl	cmpl	2,1,0,-1,
1160	NM_001371938.1	chr7	-	75398855	75401529	75399010	75401494	3	75398855,75401206,75401421,	75399107,75401321,75401529,	0	CCL26	cmpl	cmpl	2,1,0,
1160	NM_001371936.1	chr7	-	75398855	75420915	75399010	75401494	4	75398855,75401206,75401421,75420785,	75399107,75401321,75401572,75420915,	0	CCL26	cmpl	cmpl	2,1,0,-1,
1160	NM_002991.3	chr7	-	75440142	75443124	75441113	75443033	3	75440142,75442623,75442960,	75441282,75442741,75443124,	0	CCL24	cmpl	cmpl	2,1,0,
1160	NM_001371193.1	chr7	-	75440142	75452690	75441113	75443033	4	75440142,75442623,75442960,75452639,	75441282,75442741,75443092,75452690,	0	CCL24	cmpl	cmpl	2,1,0,-1,
1161	NM_001346189.2	chr7	+	75508351	75518244	75508400	75517667	3	75508351,75513051,75517309,	75508578,75513166,75518244,	0	RHBDD2	cmpl	cmpl	0,1,2,
1161	NM_001346188.2	chr7	+	75508351	75518244	75508400	75517667	3	75508351,75513015,75517309,	75508578,75513166,75518244,	0	RHBDD2	cmpl	cmpl	0,1,2,
1161	NM_001346187.2	chr7	+	75508351	75518244	75511391	75517667	4	75508351,75511153,75513015,75517309,	75508578,75511554,75513166,75518244,	0	RHBDD2	cmpl	cmpl	-1,0,1,2,
1161	NM_001040456.3	chr7	+	75508351	75518244	75508400	75517667	4	75508351,75511146,75513015,75517309,	75508578,75511554,75513166,75518244,	0	RHBDD2	cmpl	cmpl	0,1,1,2,
1161	NM_001040457.3	chr7	+	75508351	75518244	75511391	75517667	5	75508351,75510682,75511146,75513015,75517309,	75508578,75510804,75511554,75513166,75518244,	0	RHBDD2	cmpl	cmpl	-1,-1,0,1,2,
1161	NM_001346186.2	chr7	+	75508351	75518244	75511391	75517667	6	75508351,75509563,75510682,75511146,75513015,75517309,	75508578,75509633,75510804,75511554,75513166,75518244,	0	RHBDD2	cmpl	cmpl	-1,-1,-1,0,1,2,
1161	NR_144391.2	chr7	+	75508351	75518244	75518244	75518244	3	75508351,75510682,75517309,	75508578,75510804,75518244,	0	RHBDD2	none	none	-1,-1,-1,
1161	NR_144390.2	chr7	+	75508351	75518244	75518244	75518244	4	75508351,75510682,75513051,75517309,	75508578,75510804,75513166,75518244,	0	RHBDD2	none	none	-1,-1,-1,-1,
1161	NM_001382657.2	chr7	+	75544472	75616172	75583319	75615799	17	75544472,75551419,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544497,75551518,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616172,	0	POR	cmpl	cmpl	-1,-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001395413.1	chr7	+	75544472	75616173	75583319	75615799	16	75544472,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544497,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001382655.3	chr7	+	75544472	75616173	75583319	75615799	17	75544472,75583306,75586225,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544497,75583498,75586279,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,0,2,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001382658.3	chr7	+	75544472	75616173	75583319	75615799	17	75544472,75576089,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544497,75576562,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001367562.3	chr7	+	75544472	75616173	75583319	75615799	17	75544472,75544978,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544497,75545085,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001382659.3	chr7	+	75544472	75616173	75583319	75615799	16	75544472,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,	75544531,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,
1161	NM_001382662.3	chr7	+	75544472	75616173	75583319	75615799	15	75544472,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614896,75615240,75615476,75615654,	75544984,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75615167,75615386,75615559,75616173,	0	POR	cmpl	cmpl	-1,0,2,0,0,0,2,2,2,2,1,0,1,0,2,
1161	NR_039795.1	chr7	+	75544514	75544587	75544587	75544587	1	75544514,	75544587,	0	MIR4651	none	none	-1,
1161	NR_002955.1	chr7	+	75573100	75573234	75573234	75573234	1	75573100,	75573234,	0	SNORA14A	none	none	-1,
1161	NM_001363462.2	chr7	-	75616148	75623913	75616721	75623888	10	75616148,75616677,75617035,75617240,75617400,75617738,75618482,75621461,75621756,75623807,	75616603,75616746,75617128,75617302,75617659,75617834,75618542,75621578,75621875,75623913,	0	TMEM120A	cmpl	cmpl	-1,2,2,0,2,2,2,2,0,0,
1161	NM_031925.3	chr7	-	75616148	75623913	75616489	75623888	12	75616148,75616677,75616855,75617035,75617240,75617400,75617569,75617738,75618482,75621461,75621756,75623807,	75616603,75616746,75616920,75617128,75617302,75617466,75617659,75617834,75618542,75621578,75621875,75623913,	0	TMEM120A	cmpl	cmpl	0,0,1,1,2,2,2,2,2,2,0,0,
1161	NM_001317803.2	chr7	-	75616148	75623913	75616349	75623888	12	75616148,75616677,75616855,75617035,75617240,75617400,75617569,75617738,75618482,75621461,75621756,75623807,	75616541,75616746,75616920,75617128,75617302,75617466,75617659,75617834,75618542,75621578,75621875,75623913,	0	TMEM120A	cmpl	cmpl	0,0,1,1,2,2,2,2,2,2,0,0,
1161	NR_156695.2	chr7	-	75616148	75623913	75623913	75623913	11	75616148,75616677,75617035,75617240,75617400,75617569,75617738,75618482,75621461,75621756,75623807,	75616603,75616746,75617128,75617302,75617466,75617659,75617834,75618542,75621578,75621875,75623913,	0	TMEM120A	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
145	NM_001317789.1	chr7	-	75625654	75659842	75625785	75651207	7	75625654,75630207,75633075,75634576,75651168,75657959,75659738,	75625917,75630320,75633173,75634722,75651310,75658021,75659842,	0	STYXL1	cmpl	cmpl	0,1,2,0,0,-1,-1,
145	NR_134487.1	chr7	-	75625654	75659842	75659842	75659842	7	75625654,75633075,75634576,75643059,75651168,75657959,75659738,	75625917,75633173,75634722,75643205,75651310,75658021,75659842,	0	STYXL1	none	none	-1,-1,-1,-1,-1,-1,-1,
145	NM_001317785.2	chr7	-	75625659	75677318	75625785	75659841	9	75625659,75630207,75633075,75634576,75643059,75651168,75657959,75659738,75676979,	75625917,75630320,75633173,75634722,75643205,75651310,75658021,75659845,75677318,	0	STYXL1	cmpl	cmpl	0,1,2,0,1,0,1,0,-1,
145	NM_016086.3	chr7	-	75625659	75677318	75625785	75659841	9	75625659,75630207,75633075,75634576,75643059,75651168,75657959,75659738,75676979,	75625917,75630320,75633173,75634722,75643205,75651310,75658021,75659842,75677318,	0	STYXL1	cmpl	cmpl	0,1,2,0,1,0,1,0,-1,
145	NM_001317786.2	chr7	-	75625659	75677318	75625785	75659841	9	75625659,75630207,75633075,75634576,75643059,75651168,75657959,75659738,75677129,	75625917,75630320,75633173,75634722,75643205,75651310,75658021,75659845,75677318,	0	STYXL1	cmpl	cmpl	0,1,2,0,1,0,1,0,-1,
145	NM_001317787.2	chr7	-	75625659	75677318	75625785	75659841	7	75625659,75630207,75633075,75634576,75657959,75659738,75677129,	75625917,75630320,75633173,75634722,75658021,75659842,75677318,	0	STYXL1	cmpl	cmpl	0,1,2,0,1,0,-1,
145	NM_001317788.2	chr7	-	75625659	75677318	75630226	75659841	7	75625659,75630207,75633075,75634576,75657959,75659738,75677129,	75625917,75630273,75633173,75634722,75658021,75659842,75677318,	0	STYXL1	cmpl	cmpl	-1,1,2,0,1,0,-1,
145	NR_134486.2	chr7	-	75625659	75677318	75677318	75677318	7	75625659,75633075,75634576,75651168,75657959,75659738,75677129,	75625917,75633173,75634722,75651310,75658021,75659842,75677318,	0	STYXL1	none	none	-1,-1,-1,-1,-1,-1,-1,
1162	NM_001282404.2	chr7	+	75677423	75696826	75687288	75695728	8	75677423,75686727,75687286,75689690,75692832,75693656,75694119,75695596,	75677544,75686811,75687396,75689816,75692910,75693756,75694271,75696826,	0	MDH2	cmpl	cmpl	-1,-1,0,0,0,0,1,0,
1162	NM_001282403.2	chr7	+	75677423	75696826	75677478	75695728	8	75677423,75684147,75686727,75687286,75692832,75693656,75694119,75695596,	75677544,75684316,75686811,75687396,75692910,75693756,75694271,75696826,	0	MDH2	cmpl	cmpl	0,0,1,1,0,0,1,0,
1162	NM_005918.4	chr7	+	75677423	75696826	75677478	75695728	9	75677423,75684147,75686727,75687286,75689690,75692832,75693656,75694119,75695596,	75677544,75684316,75686811,75687396,75689816,75692910,75693756,75694271,75696826,	0	MDH2	cmpl	cmpl	0,0,1,1,0,0,0,1,0,
1162	NR_104165.2	chr7	+	75677423	75678365	75678365	75678365	2	75677423,75677893,	75677544,75678365,	0	MDH2	none	none	-1,-1,
1162	NR_135079.1	chr7	-	75721380	75738080	75738080	75738080	6	75721380,75722614,75728757,75729215,75737548,75737752,	75721484,75722719,75728832,75729274,75737627,75738080,	0	GTF2IP7	none	none	-1,-1,-1,-1,-1,-1,
145	NM_001110199.3	chr7	+	75831213	75916604	75864384	75915160	16	75831213,75864345,75877505,75889223,75889434,75890191,75890669,75890863,75894082,75894681,75896575,75910758,75911965,75912281,75914932,75914936,	75831385,75864617,75877607,75889352,75889515,75890221,75890732,75890899,75894133,75894786,75896753,75911120,75912190,75912419,75914934,75916604,	0	SRRM3	cmpl	cmpl	-1,0,2,2,2,2,2,2,2,2,2,0,2,2,2,1,
145	NM_001291831.2	chr7	+	75831213	75916604	75864384	75915144	17	75831213,75864345,75877505,75889223,75889434,75890191,75890669,75890863,75894082,75894681,75896575,75910758,75911965,75912281,75912841,75914932,75914936,	75831385,75864617,75877607,75889352,75889515,75890221,75890732,75890899,75894133,75894786,75896753,75911120,75912190,75912419,75912920,75914934,75916604,	0	SRRM3	cmpl	cmpl	-1,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,
1164	NM_001540.5	chr7	+	75931989	75933609	75932029	75933490	3	75931989,75933118,75933300,	75932393,75933182,75933609,	0	HSPB1	cmpl	cmpl	0,1,2,
1164	NM_012479.4	chr7	-	75956115	75988308	75958893	75988125	2	75956115,75988038,	75959550,75988308,	0	YWHAG	cmpl	cmpl	0,0,
145	NM_080744.2	chr7	-	76018653	76039014	76019375	76033756	11	76018653,76021280,76022721,76023146,76024569,76026834,76028036,76029602,76030324,76033623,76038730,	76019692,76021358,76023033,76023221,76024647,76027149,76028114,76029908,76030360,76033822,76039014,	0	SSC4D	cmpl	cmpl	1,1,1,1,1,1,1,1,1,0,-1,
1165	NM_007155.6	chr7	+	76026838	76071386	76054434	76071373	9	76026838,76054368,76058831,76062243,76062786,76063354,76069566,76069791,76071158,	76027114,76054593,76058950,76062347,76062964,76063472,76069658,76069928,76071386,	0	ZP3	cmpl	cmpl	-1,0,0,2,1,2,0,2,1,
1165	NM_001110354.2	chr7	+	76054266	76071386	76054281	76071373	8	76054266,76058831,76062243,76062786,76063354,76069566,76069791,76071158,	76054593,76058950,76062347,76062964,76063472,76069658,76069928,76071386,	0	ZP3	cmpl	cmpl	0,0,2,1,2,0,2,1,
1165	NM_001102595.3	chr7	+	76091025	76135308	76109826	76134918	10	76091025,76109737,76111824,76121469,76126653,76129757,76131614,76132742,76133672,76134690,	76091153,76110094,76112464,76121570,76126794,76129837,76131773,76132904,76133762,76135308,	0	DTX2	cmpl	cmpl	-1,0,1,2,1,1,0,0,0,0,
1165	NM_001102594.3	chr7	+	76091025	76135308	76109826	76134918	11	76091025,76092861,76109737,76111824,76121469,76126653,76129757,76131614,76132742,76133672,76134690,	76091153,76093026,76110094,76112464,76121570,76126794,76129837,76131773,76132904,76133762,76135308,	0	DTX2	cmpl	cmpl	-1,-1,0,1,2,1,1,0,0,0,0,
1165	NM_020892.4	chr7	+	76091025	76135308	76109826	76134918	12	76091025,76092861,76099616,76109737,76111824,76121469,76126653,76129757,76131614,76132742,76133672,76134690,	76091153,76093026,76099736,76110094,76112464,76121570,76126794,76129837,76131773,76132904,76133762,76135308,	0	DTX2	cmpl	cmpl	-1,-1,-1,0,1,2,1,1,0,0,0,0,
1165	NR_003262.1	chr7	-	76099336	76104317	76104317	76104317	1	76099336,	76104317,	0	FDPSP2	none	none	-1,
1165	NM_001102596.2	chr7	+	76109826	76135308	76109826	76134918	8	76109826,76111824,76121469,76129757,76131614,76132742,76133672,76134690,	76110094,76112464,76121570,76129837,76131773,76132904,76133762,76135308,	0	DTX2	cmpl	cmpl	0,1,2,1,0,0,0,0,
1165	NM_001347684.2	chr7	+	76139868	76145839	76139969	76144521	6	76139868,76140219,76140973,76142400,76143263,76144361,	76140054,76140369,76141199,76142480,76143393,76145839,	0	UPK3B	cmpl	cmpl	0,1,1,2,1,2,
1166	NM_001394943.1	chr7	-	76160629	76172614	76163010	76170776	9	76160629,76162965,76163192,76165488,76166809,76167902,76169444,76170616,76172492,	76162111,76163070,76163436,76165574,76166868,76168133,76169663,76171197,76172614,	0	SPDYE16	cmpl	cmpl	-1,0,2,0,1,1,1,0,-1,
1166	NM_001351597.1	chr7	-	76163010	76169703	76163010	76169703	6	76163010,76163192,76165488,76166809,76167902,76169444,	76163070,76163436,76165574,76166868,76168133,76169703,	0	SPDYE16	cmpl	cmpl	0,2,0,1,1,0,
1166	NR_029411.1	chr7	+	76178657	76257299	76257299	76257299	3	76178657,76180736,76255237,	76179178,76180839,76257299,	0	LINC03009	none	none	-1,-1,-1,
1166	NM_012230.5	chr7	-	76239302	76256596	76240781	76255381	7	76239302,76240770,76241038,76247499,76254838,76255316,76256024,	76239532,76240908,76241130,76247617,76255000,76255532,76256596,	0	POMZP3	cmpl	cmpl	-1,2,0,2,2,0,-1,
1166	NM_152992.4	chr7	-	76239302	76256596	76239529	76255381	5	76239302,76247499,76254838,76255316,76256024,	76239532,76247617,76255000,76255532,76256596,	0	POMZP3	cmpl	cmpl	0,2,2,0,-1,
